entry_id,true_annotation_type,score,matched_iou,n_gt_in_image,matched_unique_base
2697_2_det3,number_letter,0.3036,0.0000,1,
2697_2_det4,number_letter,0.2877,0.0000,1,
2697_2_det5,number_letter,0.2516,0.0000,1,
2697_2_det6,number_letter,0.2751,0.0000,1,
2697_2_det7,number_letter,0.2551,0.0000,1,
2697_2_det8,number_letter,0.2548,0.0000,1,
2697_2_det9,arrow,0.2624,0.0000,1,
2697_2_det10,number_letter,0.2672,0.0000,1,
2697_2_det11,arrow,0.2623,0.0000,1,
2714_0_det0,freeform_bbox,0.3708,0.0000,1,
2714_0_det1,number_letter,0.2644,0.0000,1,
2714_0_det2,arrow,0.3050,0.0000,1,
2714_0_det3,number_letter,0.2642,0.0000,1,
2714_0_det4,arrow,0.2769,0.0000,1,
2714_0_det5,number_letter,0.2560,0.0000,1,
2714_0_det6,number_letter,0.2626,0.0000,1,
2705_0_det0,number_letter,0.4227,0.0000,1,
2705_0_det1,freeform_bbox,0.4205,0.0000,1,
2705_0_det2,number_letter,0.3188,0.0000,1,
2705_3_det0,arrow,0.3085,0.0000,1,
2751_0_det0,freeform_bbox,0.4871,0.0000,1,
2751_0_det1,arrow,0.4946,0.6685,1,2751_0_0
2751_0_det2,number_letter,0.2648,0.0000,1,
2751_0_det3,number_letter,0.2670,0.0000,1,
2751_0_det4,number_letter,0.2795,0.0000,1,
2751_0_det5,number_letter,0.2880,0.0000,1,
2751_0_det6,number_letter,0.2664,0.0000,1,
2751_0_det7,number_letter,0.2733,0.0000,1,
2751_0_det8,number_letter,0.2744,0.0000,1,
2751_0_det9,number_letter,0.3100,0.0000,1,
2751_1_det2,number_letter,0.2510,0.0000,1,
2751_1_det3,arrow,0.2732,0.0000,1,
2751_1_det4,number_letter,0.2643,0.0000,1,
2751_1_det5,number_letter,0.2785,0.0000,1,
2751_1_det6,number_letter,0.2678,0.0000,1,
2691_13_det0,arrow,0.3150,0.5429,1,2691_13_13
2691_13_det1,number_letter,0.3353,0.0000,1,
2691_13_det2,number_letter,0.3007,0.0000,1,
2691_13_det3,arrow,0.2859,0.0000,1,
2691_13_det4,number_letter,0.3112,0.0000,1,
2691_13_det5,number_letter,0.2881,0.0000,1,
2691_13_det6,number_letter,0.2778,0.0000,1,
2691_13_det7,number_letter,0.2821,0.0000,1,
2691_21_det0,arrow,0.3324,0.0000,1,
2691_21_det1,number_letter,0.3299,0.0000,1,
2691_21_det2,number_letter,0.2933,0.0000,1,
2691_21_det3,number_letter,0.3063,0.0000,1,
2691_21_det4,number_letter,0.2794,0.0000,1,
2691_21_det5,number_letter,0.2680,0.0000,1,
2691_21_det6,number_letter,0.2724,0.0000,1,
2691_22_det0,arrow,0.3340,0.0000,1,
2691_22_det1,number_letter,0.3262,0.0000,1,
2691_22_det2,number_letter,0.2884,0.0000,1,
2691_22_det3,number_letter,0.3049,0.0000,1,
2691_22_det4,number_letter,0.2768,0.0000,1,
2691_22_det5,number_letter,0.2675,0.0000,1,
2691_22_det6,number_letter,0.2769,0.0000,1,
2691_26_det0,arrow,0.3271,0.0000,1,
2691_26_det1,number_letter,0.3306,0.0000,1,
2691_26_det2,number_letter,0.2955,0.0000,1,
2691_26_det3,number_letter,0.3068,0.0000,1,
2691_26_det4,number_letter,0.2825,0.0000,1,
2691_26_det5,number_letter,0.2696,0.0000,1,
2691_26_det6,number_letter,0.2738,0.0000,1,
2773_3_det0,arrow,0.3274,0.0000,1,
2773_3_det1,number_letter,0.3067,0.0000,1,
2773_3_det2,freeform_bbox,0.3444,0.0000,1,
2773_3_det3,number_letter,0.3107,0.0000,1,
2773_3_det4,number_letter,0.2544,0.0000,1,
279_2_det0,number_letter,0.2646,0.0000,1,
279_2_det1,number_letter,0.2783,0.0000,1,
279_2_det2,number_letter,0.2573,0.0000,1,
279_2_det3,number_letter,0.2636,0.0000,1,
279_2_det4,number_letter,0.2697,0.0000,1,
279_2_det5,number_letter,0.2719,0.0000,1,
2795_2_det0,freeform_bbox,0.3025,0.0000,1,
2795_2_det1,number_letter,0.3156,0.0000,1,
2795_2_det2,number_letter,0.2761,0.0000,1,
2795_2_det3,number_letter,0.3052,0.0000,1,
2795_2_det4,number_letter,0.2705,0.0000,1,
2795_2_det5,number_letter,0.2633,0.0000,1,
2795_2_det6,arrow,0.2519,0.0000,1,
2796_2_det0,arrow,0.3952,0.0000,1,
2796_2_det1,arrow,0.2869,0.0000,1,
2796_2_det2,number_letter,0.3109,0.0000,1,
2846_0_det0,freeform_bbox,0.4454,0.1416,1,2846_0_1
2846_0_det1,number_letter,0.3129,0.0000,1,
2846_0_det2,number_letter,0.2697,0.0000,1,
2846_0_det3,arrow,0.4364,0.0079,1,2846_0_1
2846_0_det4,number_letter,0.2560,0.0000,1,
2846_0_det5,number_letter,0.3090,0.0000,1,
2846_0_det6,number_letter,0.2555,0.0000,1,
2846_0_det7,number_letter,0.2870,0.0000,1,
2846_0_det8,number_letter,0.2655,0.0000,1,
2846_0_det9,number_letter,0.2632,0.0000,1,
2839_0_det0,number_letter,0.2772,0.0000,2,
2839_0_det1,number_letter,0.2902,0.0000,2,
2839_0_det3,number_letter,0.2766,0.0000,2,
2839_0_det4,number_letter,0.2513,0.0000,2,
2839_0_det5,arrow,0.3013,0.0000,2,
2839_0_det6,arrow,0.2719,0.0000,2,
2839_0_det7,arrow,0.2691,0.6012,2,2839_0_1
2839_0_det8,number_letter,0.2617,0.0000,2,
2839_0_det9,number_letter,0.2599,0.0000,2,
2839_0_det10,number_letter,0.2750,0.0000,2,
2839_2_det0,number_letter,0.2822,0.0000,1,
2839_2_det1,number_letter,0.2925,0.0000,1,
2839_2_det2,number_letter,0.2840,0.0000,1,
2839_2_det3,number_letter,0.2569,0.0000,1,
2839_2_det4,number_letter,0.2615,0.0000,1,
2839_2_det5,number_letter,0.2653,0.0000,1,
2867_1_det0,number_letter,0.3257,0.0000,1,
2867_1_det2,arrow,0.3411,0.0000,1,
2867_1_det3,arrow,0.2966,0.0000,1,
2867_1_det4,number_letter,0.2612,0.0000,1,
2867_1_det5,freeform_bbox,0.3160,0.0000,1,
2867_1_det6,number_letter,0.2625,0.0000,1,
2867_1_det7,number_letter,0.2577,0.0000,1,
2882_0_det0,freeform_bbox,0.3422,0.0000,1,
2882_0_det1,number_letter,0.3188,0.0000,1,
2882_0_det2,number_letter,0.3120,0.0000,1,
2882_0_det3,number_letter,0.2982,0.0000,1,
2882_0_det4,number_letter,0.2982,0.0000,1,
2882_0_det5,number_letter,0.2640,0.0000,1,
2882_0_det6,number_letter,0.2798,0.0000,1,
2882_0_det7,number_letter,0.2563,0.0000,1,
2882_0_det8,number_letter,0.2895,0.0000,1,
2882_0_det9,arrow,0.3167,0.0000,1,
2899_0_det0,arrow,0.4293,0.5094,2,2899_0_1
2899_0_det1,number_letter,0.3084,0.0000,2,
2899_0_det2,number_letter,0.2972,0.0000,2,
2899_0_det3,number_letter,0.2811,0.0000,2,
2899_0_det4,number_letter,0.2743,0.0000,2,
2899_0_det5,number_letter,0.2764,0.0000,2,
2899_0_det7,number_letter,0.2597,0.0000,2,
2899_0_det8,arrow,0.2505,0.4682,2,2899_0_1
2899_0_det9,number_letter,0.2691,0.0000,2,
2885_3_det0,arrow,0.3666,0.6785,1,2885_3_3
2885_3_det1,number_letter,0.3315,0.0000,1,
2885_3_det2,number_letter,0.2970,0.0000,1,
2885_3_det3,freeform_bbox,0.3578,0.0000,1,
2885_3_det4,number_letter,0.3082,0.0000,1,
2885_3_det5,number_letter,0.3045,0.0000,1,
2885_3_det6,number_letter,0.2538,0.0000,1,
2885_3_det7,number_letter,0.2554,0.0000,1,
2885_5_det0,number_letter,0.3246,0.0000,1,
2885_5_det1,number_letter,0.2946,0.0000,1,
2885_5_det2,freeform_bbox,0.3557,0.0000,1,
2885_5_det3,number_letter,0.3020,0.0000,1,
2885_5_det4,number_letter,0.2508,0.0000,1,
2885_5_det5,number_letter,0.2991,0.0000,1,
2885_5_det6,number_letter,0.2507,0.0000,1,
2934_0_det0,number_letter,0.2796,0.3537,1,2934_0_2
2934_0_det1,arrow,0.2987,0.0000,1,
2934_0_det2,arrow,0.3193,0.0000,1,
2934_0_det3,arrow,0.2510,0.0000,1,
2934_1_det0,arrow,0.3096,0.3898,1,2934_1_6
296_5_det0,number_letter,0.2973,0.0000,1,
296_5_det1,number_letter,0.2785,0.0000,1,
296_5_det2,number_letter,0.2838,0.0000,1,
296_5_det3,arrow,0.2983,0.0000,1,
296_5_det4,number_letter,0.2748,0.0000,1,
296_5_det6,arrow,0.2758,0.0000,1,
296_5_det7,number_letter,0.2618,0.0000,1,
296_13_det0,number_letter,0.2998,0.0000,1,
296_13_det1,number_letter,0.2787,0.0000,1,
296_13_det2,number_letter,0.2865,0.0000,1,
296_13_det3,arrow,0.2951,0.0000,1,
296_13_det4,number_letter,0.2747,0.0000,1,
296_13_det6,arrow,0.2740,0.0000,1,
296_13_det7,number_letter,0.2578,0.0000,1,
296_15_det0,number_letter,0.3015,0.0000,1,
296_15_det1,number_letter,0.2800,0.0000,1,
296_15_det2,number_letter,0.2869,0.0000,1,
296_15_det3,arrow,0.2987,0.0000,1,
296_15_det4,number_letter,0.2760,0.0000,1,
296_15_det6,arrow,0.2742,0.0000,1,
296_15_det7,number_letter,0.2573,0.0000,1,
2987_0_det0,arrow,0.4674,0.0000,1,
2987_0_det1,freeform_bbox,0.3634,0.0000,1,
2987_0_det2,number_letter,0.2804,0.0000,1,
2987_0_det3,number_letter,0.2918,0.0000,1,
2987_0_det4,number_letter,0.2885,0.0000,1,
2987_0_det5,number_letter,0.2751,0.0000,1,
2987_0_det6,number_letter,0.2520,0.0000,1,
2987_1_det0,freeform_bbox,0.3679,0.0000,1,
2987_1_det1,arrow,0.3004,0.0000,1,
2987_1_det2,number_letter,0.2641,0.0000,1,
2987_1_det3,number_letter,0.2900,0.0000,1,
2987_1_det4,number_letter,0.2726,0.0000,1,
2987_1_det5,number_letter,0.2705,0.0000,1,
2987_6_det0,freeform_bbox,0.3347,0.0000,1,
2987_6_det1,arrow,0.2685,0.0000,1,
2987_6_det2,number_letter,0.2623,0.0000,1,
2987_8_det0,freeform_bbox,0.3474,0.0000,1,
2987_8_det1,number_letter,0.2808,0.0000,1,
2987_8_det2,number_letter,0.3018,0.0000,1,
3006_0_det0,arrow,0.3970,0.0000,3,
3006_0_det1,number_letter,0.3001,0.0000,3,
3006_0_det2,number_letter,0.2928,0.0000,3,
3006_0_det3,number_letter,0.2722,0.0000,3,
3006_0_det5,number_letter,0.2543,0.0000,3,
3006_0_det6,arrow,0.2667,0.0000,3,
3006_1_det0,arrow,0.3750,0.0000,1,
3006_1_det1,number_letter,0.2974,0.0000,1,
3006_1_det2,number_letter,0.2936,0.0000,1,
3006_1_det4,number_letter,0.2706,0.0000,1,
3006_1_det5,number_letter,0.2529,0.0000,1,
3006_1_det6,arrow,0.2923,0.0000,1,
3046_0_det0,number_letter,0.3019,0.0000,1,
3046_0_det1,number_letter,0.2945,0.0000,1,
3046_0_det2,number_letter,0.2703,0.0000,1,
3046_0_det3,arrow,0.2568,0.6127,1,3046_0_4
3046_0_det4,arrow,0.2746,0.0000,1,
3072_6_det0,number_letter,0.3153,0.0000,1,
3072_6_det1,number_letter,0.2632,0.0000,1,
3072_6_det2,arrow,0.3445,0.0000,1,
3072_6_det3,number_letter,0.2575,0.0000,1,
3072_6_det4,number_letter,0.2708,0.0000,1,
3111_0_det0,number_letter,0.3564,0.0000,1,
3111_0_det1,arrow,0.2888,0.0000,1,
3102_5_det0,arrow,0.3862,0.0000,1,
3102_5_det1,number_letter,0.2787,0.0000,1,
3102_5_det2,number_letter,0.2945,0.0000,1,
3102_5_det3,number_letter,0.3133,0.0000,1,
3102_5_det4,number_letter,0.2581,0.0000,1,
3102_5_det5,arrow,0.2953,0.0000,1,
3102_5_det6,number_letter,0.2963,0.0000,1,
3102_5_det7,number_letter,0.2969,0.0000,1,
3102_10_det0,number_letter,0.3011,0.5263,1,3102_10_10
3102_10_det1,arrow,0.3569,0.0000,1,
3102_10_det2,arrow,0.2799,0.0000,1,
3102_10_det3,number_letter,0.2566,0.0000,1,
3102_10_det4,number_letter,0.2608,0.0000,1,
3102_10_det5,number_letter,0.2515,0.0000,1,
3102_10_det6,number_letter,0.2598,0.5583,1,3102_10_10
3102_15_det0,arrow,0.3850,0.0000,1,
3102_15_det1,number_letter,0.2804,0.0000,1,
3102_15_det2,number_letter,0.2953,0.0000,1,
3102_15_det3,number_letter,0.3121,0.0000,1,
3102_15_det4,number_letter,0.2598,0.0000,1,
3102_15_det5,arrow,0.2946,0.0000,1,
3102_15_det6,number_letter,0.2957,0.0000,1,
3102_15_det7,number_letter,0.2995,0.0000,1,
3179_1_det0,number_letter,0.3285,0.0000,1,
3179_1_det1,number_letter,0.3263,0.0000,1,
3179_1_det2,number_letter,0.3025,0.0000,1,
3179_1_det3,number_letter,0.3138,0.0000,1,
3179_1_det4,number_letter,0.3131,0.0000,1,
3179_1_det5,arrow,0.2617,0.0000,1,
3179_1_det6,arrow,0.2550,0.0000,1,
3181_0_det0,arrow,0.4575,0.0000,2,
3181_0_det1,number_letter,0.2690,0.0000,2,
3181_0_det2,number_letter,0.2520,0.0000,2,
3181_0_det3,number_letter,0.2582,0.0000,2,
3181_0_det4,number_letter,0.2675,0.0000,2,
3181_0_det5,number_letter,0.2561,0.0000,2,
3181_0_det6,arrow,0.2535,0.0000,2,
3181_2_det0,number_letter,0.2830,0.0000,1,
3181_2_det1,number_letter,0.2627,0.0000,1,
3181_2_det2,number_letter,0.2520,0.0000,1,
3181_2_det3,number_letter,0.2935,0.0000,1,
3181_2_det4,number_letter,0.2605,0.0000,1,
3181_2_det5,number_letter,0.2882,0.0000,1,
3181_2_det6,number_letter,0.2722,0.0000,1,
319_1_det0,number_letter,0.3784,0.0000,1,
319_1_det1,arrow,0.3108,0.0000,1,
319_1_det2,number_letter,0.2928,0.0000,1,
319_1_det3,arrow,0.2551,0.0000,1,
3205_0_det0,arrow,0.4184,0.0000,1,
3205_0_det2,arrow,0.2697,0.0000,1,
3205_0_det3,number_letter,0.2513,0.0000,1,
3205_0_det4,number_letter,0.2571,0.0000,1,
3205_2_det1,arrow,0.2719,0.0000,2,
3205_2_det2,number_letter,0.2573,0.0000,2,
3205_2_det3,number_letter,0.2597,0.0000,2,
323_0_det0,arrow,0.3219,0.0000,1,
323_0_det1,number_letter,0.2818,0.0000,1,
323_0_det2,number_letter,0.3048,0.0000,1,
323_0_det3,arrow,0.3526,0.0000,1,
323_0_det4,number_letter,0.3096,0.0000,1,
323_0_det5,arrow,0.2724,0.0000,1,
323_1_det0,arrow,0.4050,0.0000,1,
323_1_det1,freeform_bbox,0.3083,0.0000,1,
323_1_det2,freeform_bbox,0.3311,0.0000,1,
323_1_det3,number_letter,0.3175,0.0000,1,
323_1_det4,number_letter,0.2889,0.0000,1,
323_1_det5,arrow,0.3154,0.0000,1,
323_1_det6,number_letter,0.3281,0.0000,1,
3249_0_det0,number_letter,0.3218,0.0000,1,
3249_0_det1,number_letter,0.2960,0.0000,1,
3249_0_det2,number_letter,0.2861,0.0000,1,
3249_0_det4,number_letter,0.2925,0.0000,1,
3249_0_det5,number_letter,0.2914,0.0000,1,
3249_0_det6,number_letter,0.2847,0.0000,1,
3249_0_det7,number_letter,0.2959,0.0000,1,
3249_0_det9,number_letter,0.2597,0.0000,1,
3249_0_det10,number_letter,0.2774,0.0000,1,
3249_0_det11,arrow,0.2657,0.0000,1,
3249_0_det12,number_letter,0.2515,0.0000,1,
3249_0_det13,number_letter,0.2628,0.0000,1,
3249_0_det14,number_letter,0.2537,0.0000,1,
3249_1_det0,number_letter,0.3363,0.0000,1,
3249_1_det1,number_letter,0.3049,0.0000,1,
3249_1_det2,number_letter,0.2945,0.0000,1,
3249_1_det3,number_letter,0.3102,0.0000,1,
3249_1_det4,number_letter,0.3013,0.0000,1,
3249_1_det5,number_letter,0.2912,0.0000,1,
3249_1_det6,number_letter,0.3054,0.0000,1,
3249_1_det7,freeform_bbox,0.3885,0.0000,1,3249_1_1
3249_1_det8,number_letter,0.2734,0.0000,1,
3249_1_det9,number_letter,0.2876,0.0000,1,
3249_1_det10,number_letter,0.2785,0.0000,1,
3249_1_det11,number_letter,0.2657,0.0000,1,
3249_1_det12,number_letter,0.2524,0.0000,1,
3249_1_det13,arrow,0.2612,0.0000,1,
3249_1_det14,arrow,0.2582,0.0000,1,
3242_3_det0,freeform_bbox,0.3013,0.0000,1,
3242_3_det1,arrow,0.2808,0.0000,1,
3242_3_det2,arrow,0.2555,0.0000,1,
3242_4_det0,number_letter,0.3665,0.3797,1,3242_4_4
3242_4_det1,freeform_bbox,0.3175,0.0000,1,
3242_4_det2,number_letter,0.3296,0.2801,1,3242_4_4
3242_4_det3,arrow,0.3077,0.0000,1,
3242_7_det0,arrow,0.4207,0.4211,1,3242_7_7
3242_7_det1,freeform_bbox,0.3087,0.0000,1,
3285_0_det0,number_letter,0.3036,0.0000,1,
3285_0_det1,number_letter,0.2769,0.0000,1,
3285_0_det2,number_letter,0.2704,0.0000,1,
3285_0_det3,number_letter,0.2515,0.0000,1,
3285_0_det4,number_letter,0.3413,0.0000,1,
3285_0_det5,number_letter,0.3077,0.0000,1,
3285_0_det6,number_letter,0.2583,0.0000,1,
3285_0_det7,number_letter,0.3393,0.0000,1,
3285_0_det8,number_letter,0.3001,0.0000,1,
3285_0_det9,arrow,0.2894,0.3207,1,3285_0_0
3285_0_det10,number_letter,0.3298,0.0000,1,
3285_0_det11,number_letter,0.3058,0.0000,1,
3285_0_det12,number_letter,0.3058,0.0000,1,
3285_0_det13,number_letter,0.2740,0.0000,1,
3282_0_det0,freeform_bbox,0.4679,0.0000,1,
3282_0_det1,arrow,0.3870,0.0000,1,
3282_0_det2,number_letter,0.3050,0.0000,1,
3282_0_det3,number_letter,0.3012,0.0000,1,
3282_0_det4,number_letter,0.3082,0.0000,1,
3282_0_det5,number_letter,0.2787,0.0000,1,
3282_0_det6,number_letter,0.2958,0.0000,1,
3282_0_det7,number_letter,0.2543,0.0000,1,
3282_0_det8,number_letter,0.2728,0.0000,1,
3282_0_det9,arrow,0.2601,0.0000,1,
3282_0_det10,number_letter,0.2655,0.0000,1,
3289_1_det0,arrow,0.3634,0.4740,1,3289_1_7
3289_1_det1,arrow,0.3243,0.0000,1,
3289_1_det2,number_letter,0.2775,0.0000,1,
3289_1_det3,number_letter,0.2683,0.0000,1,
3289_1_det4,number_letter,0.2837,0.0000,1,
3289_1_det5,number_letter,0.2687,0.0000,1,
3289_1_det6,number_letter,0.2563,0.0000,1,
3289_1_det7,arrow,0.2868,0.2880,1,3289_1_7
3289_1_det8,arrow,0.2575,0.0000,1,
3289_2_det0,arrow,0.4042,0.0000,1,
3289_2_det1,number_letter,0.2736,0.0000,1,
3289_2_det2,number_letter,0.2667,0.0000,1,
3289_2_det3,number_letter,0.2816,0.0000,1,
3289_2_det4,number_letter,0.2558,0.0000,1,
3289_2_det5,number_letter,0.2649,0.0000,1,
3289_2_det6,arrow,0.3015,0.0000,1,
3331_0_det0,arrow,0.3635,0.5826,1,3331_0_1
3340_2_det0,number_letter,0.4302,0.2867,2,3340_2_10
3340_2_det1,number_letter,0.2820,0.1305,2,3340_2_10
3340_2_det2,number_letter,0.2950,0.3117,2,3340_2_10
3338_1_det0,freeform_bbox,0.3985,0.0000,1,
3338_1_det1,number_letter,0.2629,0.0000,1,
3338_1_det2,number_letter,0.2802,0.0000,1,
3338_1_det3,arrow,0.2582,0.0000,1,
3338_1_det4,number_letter,0.2635,0.0000,1,
3352_6_det0,freeform_bbox,0.3884,0.0392,1,3352_6_6
3352_6_det1,arrow,0.3727,0.0000,1,
3352_6_det2,number_letter,0.3301,0.0000,1,
3352_6_det3,number_letter,0.3579,0.0000,1,
3352_6_det4,number_letter,0.2609,0.0000,1,
3352_6_det5,number_letter,0.2823,0.0000,1,
3352_6_det6,number_letter,0.2828,0.0000,1,
3352_6_det7,number_letter,0.2607,0.0000,1,
3352_6_det8,arrow,0.2984,0.0000,1,
3388_0_det0,arrow,0.3939,0.5678,1,3388_0_0
3388_0_det1,number_letter,0.2898,0.0000,1,
3388_0_det2,number_letter,0.2669,0.0000,1,
3388_0_det3,number_letter,0.2984,0.0000,1,
3388_0_det4,number_letter,0.2663,0.0000,1,
3388_0_det5,number_letter,0.2814,0.0000,1,
3388_0_det6,number_letter,0.2856,0.0000,1,
3388_0_det7,number_letter,0.3053,0.0000,1,
3388_0_det8,number_letter,0.3119,0.0000,1,
3388_0_det9,number_letter,0.2655,0.0000,1,
3388_0_det10,number_letter,0.2796,0.0000,1,
3388_0_det11,number_letter,0.2859,0.0000,1,
3388_0_det12,arrow,0.2785,0.1358,1,3388_0_0
3401_0_det0,arrow,0.3619,0.0000,1,
3401_0_det1,number_letter,0.3084,0.0000,1,
3401_0_det3,number_letter,0.2951,0.0000,1,
3401_0_det4,number_letter,0.2869,0.0000,1,
3401_1_det0,arrow,0.4114,0.0000,1,
3401_1_det1,number_letter,0.3324,0.0000,1,
3401_1_det2,number_letter,0.3196,0.0000,1,
3401_1_det3,number_letter,0.3312,0.0000,1,
3415_0_det0,arrow,0.4631,0.0000,1,
3415_0_det1,number_letter,0.3308,0.0000,1,
3415_0_det2,number_letter,0.2941,0.0000,1,
3415_0_det4,number_letter,0.2868,0.0000,1,
3415_0_det6,number_letter,0.2619,0.0000,1,
3420_1_det0,arrow,0.5160,0.0000,1,
3420_1_det1,number_letter,0.4007,0.5842,1,3420_1_2
3420_1_det2,number_letter,0.2583,0.6271,1,3420_1_2
3420_1_det3,number_letter,0.2693,0.0672,1,3420_1_2
3441_0_det0,number_letter,0.2984,0.0000,1,
3441_0_det1,arrow,0.2854,0.0000,1,
3441_0_det2,number_letter,0.2613,0.0000,1,
3441_2_det0,number_letter,0.2901,0.0000,1,
3441_2_det1,arrow,0.2828,0.0000,1,
3441_2_det2,number_letter,0.2591,0.0000,1,
346_1_det0,arrow,0.4663,0.0000,1,
346_1_det1,number_letter,0.3839,0.0000,1,
346_1_det2,number_letter,0.2670,0.0000,1,
346_1_det3,number_letter,0.2868,0.0000,1,
3434_0_det0,arrow,0.4428,0.0000,1,
3434_0_det1,number_letter,0.2861,0.0000,1,
3434_0_det2,number_letter,0.2874,0.0000,1,
3434_0_det3,number_letter,0.2612,0.0000,1,
3434_0_det4,number_letter,0.2599,0.0000,1,
3434_0_det5,arrow,0.2624,0.0000,1,
3434_0_det6,arrow,0.2632,0.0000,1,
3434_0_det7,number_letter,0.2519,0.0000,1,
3434_6_det0,arrow,0.4395,0.0000,1,
3434_6_det1,number_letter,0.2837,0.0000,1,
3434_6_det2,number_letter,0.2862,0.0000,1,
3434_6_det3,number_letter,0.2615,0.0000,1,
3434_6_det4,number_letter,0.2593,0.0000,1,
3434_6_det5,arrow,0.2597,0.0000,1,
3434_6_det6,arrow,0.2640,0.0000,1,
3434_6_det7,number_letter,0.2526,0.0000,1,
3434_8_det0,arrow,0.4411,0.0000,1,
3434_8_det1,number_letter,0.2808,0.0000,1,
3434_8_det2,number_letter,0.2866,0.0000,1,
3434_8_det3,number_letter,0.2589,0.0000,1,
3434_8_det4,number_letter,0.2604,0.0000,1,
3434_8_det5,arrow,0.2638,0.0000,1,
3434_8_det6,arrow,0.2654,0.0000,1,
3434_8_det7,number_letter,0.2508,0.0000,1,
3481_1_det0,number_letter,0.3065,0.0000,1,
3481_1_det1,number_letter,0.3192,0.0000,1,
3481_1_det2,number_letter,0.3058,0.0000,1,
3481_1_det3,number_letter,0.2939,0.0000,1,
3481_1_det4,number_letter,0.2624,0.0000,1,
3481_2_det0,arrow,0.4762,0.5394,1,3481_2_4
3481_2_det1,number_letter,0.3148,0.0000,1,
3481_2_det2,number_letter,0.3336,0.0000,1,
3481_2_det3,number_letter,0.3154,0.0000,1,
3481_2_det4,number_letter,0.3004,0.0000,1,
3481_2_det5,number_letter,0.2738,0.0000,1,
3481_2_det6,number_letter,0.2590,0.0000,1,
3592_0_det0,number_letter,0.3681,0.0000,1,
3592_0_det1,number_letter,0.2992,0.3908,1,3592_0_0
3592_0_det2,freeform_bbox,0.3121,0.0000,1,
3592_0_det3,number_letter,0.2541,0.2793,1,3592_0_0
3592_0_det4,arrow,0.2718,0.0000,1,
3592_0_det5,arrow,0.2586,0.0000,1,
3605_0_det0,arrow,0.3713,0.0495,1,3605_0_3
3605_0_det1,number_letter,0.3877,0.0000,1,
3605_0_det2,freeform_bbox,0.3388,0.0000,1,
3605_0_det3,arrow,0.2871,0.0000,1,
3605_0_det4,number_letter,0.2993,0.0000,1,
3605_0_det5,number_letter,0.2726,0.0000,1,
3619_1_det0,freeform_bbox,0.4175,0.0000,1,
3619_1_det1,arrow,0.2873,0.0000,1,
3601_9_det0,arrow,0.2875,0.0000,1,
3601_9_det1,number_letter,0.3176,0.0000,1,
3601_9_det2,number_letter,0.2915,0.0000,1,
3601_10_det0,arrow,0.2903,0.0000,1,
3601_10_det1,number_letter,0.3197,0.0000,1,
3601_10_det2,number_letter,0.2924,0.0000,1,
3641_3_det0,number_letter,0.2569,0.0000,1,
3641_3_det1,number_letter,0.2763,0.0000,1,
3641_3_det2,arrow,0.2591,0.0000,1,
3643_0_det0,arrow,0.3102,0.0000,1,
3643_0_det1,arrow,0.3374,0.0000,1,
3643_0_det2,arrow,0.2977,0.0000,1,
3643_2_det0,arrow,0.3192,0.0000,1,
3643_2_det1,arrow,0.3557,0.0000,1,
3574_2_det0,arrow,0.4597,0.4020,1,3574_2_2
3574_2_det1,number_letter,0.2530,0.0000,1,
3574_2_det2,number_letter,0.2942,0.0000,1,
3574_30_det0,arrow,0.4072,0.0000,1,
3574_30_det1,number_letter,0.2599,0.0000,1,
3574_30_det2,number_letter,0.2867,0.0000,1,
3574_31_det0,arrow,0.4159,0.0000,1,
3574_31_det1,number_letter,0.2596,0.0000,1,
3574_31_det2,number_letter,0.2837,0.0000,1,
3685_2_det0,arrow,0.5886,0.6903,1,3685_2_2
3685_2_det1,number_letter,0.3260,0.0000,1,
3685_2_det3,number_letter,0.2815,0.0379,1,3685_2_2
3685_2_det4,number_letter,0.2522,0.0000,1,
3685_2_det6,number_letter,0.2609,0.0000,1,
3690_0_det0,arrow,0.2862,0.0000,1,
3690_0_det1,number_letter,0.2790,0.0000,1,
3727_1_det0,freeform_bbox,0.4116,0.0000,1,
3727_1_det1,number_letter,0.2520,0.0000,1,
3727_1_det2,arrow,0.2541,0.1680,1,3727_1_4
3727_1_det3,number_letter,0.2579,0.0000,1,
3727_1_det4,number_letter,0.2552,0.0000,1,
3739_0_det0,number_letter,0.4853,0.0000,1,
3739_0_det1,freeform_bbox,0.4905,0.0000,1,
3739_0_det2,number_letter,0.3291,0.0000,1,
3739_0_det3,arrow,0.3000,0.0000,1,
3790_0_det0,arrow,0.5122,0.0000,1,
3790_0_det1,number_letter,0.3285,0.0112,1,3790_0_0
3809_0_det0,freeform_bbox,0.3343,0.0000,1,
3809_0_det1,number_letter,0.2798,0.0000,1,
3809_0_det2,number_letter,0.2920,0.0000,1,
3809_0_det3,number_letter,0.2763,0.0000,1,
3809_0_det4,arrow,0.2727,0.0130,1,3809_0_1
3809_0_det5,number_letter,0.2592,0.0000,1,
3811_0_det0,arrow,0.4153,0.0000,2,
3811_0_det1,number_letter,0.3066,0.0000,2,
3813_6_det0,arrow,0.2608,0.2390,1,3813_6_6
3813_7_det0,number_letter,0.4061,0.3611,1,3813_7_7
3813_7_det1,number_letter,0.2993,0.4133,1,3813_7_7
3813_7_det2,arrow,0.2659,0.0000,1,
3834_0_det0,arrow,0.4214,0.5328,1,3834_0_2
3834_0_det1,number_letter,0.3355,0.0000,1,
